corpus,project,symbol,kind,predicted_color,predicted_reason,actual_status,root_blocker
endtoend,owners.c,printf,function,green,admissible,declared,
endtoend,owners.c,sum,function,green,admissible,missing,
endtoend,owners.c,total,function,green,admissible,missing,
endtoend,percent-s-param.c,c_main,function,green,admissible,ported,
endtoend,percent-s-param.c,printf,function,green,admissible,declared,
endtoend,percent-s-param.c,puts,function,green,admissible,declared,
endtoend,percent-s-param.c,tu0_show,function,green,admissible,ported,
endtoend,percent-s-param.c,tu0_tail,function,green,admissible,ported,
endtoend,pointer-params.c,bump,function,green,admissible,ported,
endtoend,pointer-params.c,c_main,function,green,admissible,ported,
endtoend,pointer-params.c,double_all,function,green,admissible,ported,
endtoend,pointer-params.c,printf,function,green,admissible,declared,
endtoend,pointer-params.c,tail_sum,function,green,admissible,ported,
endtoend,pointer-params.c,walk_sum,function,green,admissible,ported,
endtoend,pointers-global-args.c,A,global,green,admissible,ported,
endtoend,pointers-global-args.c,B,global,green,admissible,ported,
endtoend,pointers-global-args.c,C,global,green,admissible,ported,
endtoend,pointers-global-args.c,Hanoi,function,green,admissible,ported,
endtoend,pointers-global-args.c,Move,function,green,admissible,ported,
endtoend,pointers-global-args.c,PrintAll,function,green,admissible,ported,
endtoend,pointers-global-args.c,c_main,function,green,admissible,ported,
endtoend,pointers-global-args.c,printf,function,green,admissible,declared,
endtoend,pointers-global.c,Pair,record,green,admissible,ported,
endtoend,pointers-global.c,advance,function,green,admissible,ported,
endtoend,pointers-global.c,arr,global,green,admissible,ported,
endtoend,pointers-global.c,bump,function,green,admissible,ported,
endtoend,pointers-global.c,c_main,function,green,admissible,ported,
endtoend,pointers-global.c,get,function,green,admissible,ported,
endtoend,pointers-global.c,offset,function,green,admissible,ported,
endtoend,pointers-global.c,p,global,green,admissible,missing,
endtoend,pointers-global.c,pair,global,green,admissible,missing,
endtoend,pointers-global.c,printf,function,green,admissible,declared,
endtoend,pointers-global.c,put,function,green,admissible,ported,
endtoend,pointers-global.c,q,global,green,admissible,ported,
endtoend,pointers-global.c,rebind,function,green,admissible,ported,
endtoend,pointers-global.c,sumt,function,green,admissible,ported,
endtoend,pointers-global.c,t,global,green,admissible,ported,
endtoend,pointers-global.c,x,global,green,admissible,ported,
endtoend,pointers-into-global.c,c_main,function,green,admissible,ported,
endtoend,pointers-into-global.c,direct_scale,function,green,admissible,ported,
endtoend,pointers-into-global.c,direct_sum,function,green,admissible,ported,
endtoend,pointers-into-global.c,garr,global,green,admissible,ported,
endtoend,pointers-into-global.c,gx,global,green,admissible,ported,
endtoend,pointers-into-global.c,next_static,function,green,admissible,ported,
endtoend,pointers-into-global.c,printf,function,green,admissible,declared,
endtoend,pointers-local.c,c_main,function,green,admissible,ported,
endtoend,pointers-local.c,printf,function,green,admissible,declared,
endtoend,pointers-member-base.c,bol,global,green,admissible,ported,
endtoend,pointers-member-base.c,c_main,function,green,admissible,ported,
endtoend,pointers-member-base.c,printf,function,green,admissible,declared,
endtoend,pointers-member-base.c,ziggy,record,green,admissible,ported,
endtoend,pointers-member.c,G,record,green,admissible,ported,
endtoend,pointers-member.c,In,record,green,admissible,ported,
endtoend,pointers-member.c,Out,record,green,admissible,ported,
endtoend,pointers-member.c,S,record,green,admissible,ported,
endtoend,pointers-member.c,c_main,function,green,admissible,ported,
endtoend,pointers-member.c,chain,function,green,admissible,ported,
endtoend,pointers-member.c,g,global,green,admissible,ported,
endtoend,pointers-member.c,gi,global,green,admissible,ported,
endtoend,pointers-member.c,go,global,green,admissible,missing,
endtoend,pointers-member.c,gx,global,green,admissible,ported,
endtoend,pointers-member.c,printf,function,green,admissible,declared,
endtoend,pointers-member.c,through_local,function,green,admissible,ported,
endtoend,pointers-multi-base.c,arrays_data_dependent,function,green,admissible,ported,
endtoend,pointers-multi-base.c,c_main,function,green,admissible,ported,
endtoend,pointers-multi-base.c,carried,function,green,admissible,ported,
endtoend,pointers-multi-base.c,printf,function,green,admissible,declared,
endtoend,pointers-multi-base.c,scalars_compare,function,green,admissible,ported,
endtoend,pointers-null-ternary.c,c_main,function,green,admissible,ported,
endtoend,pointers-null-ternary.c,printf,function,green,admissible,declared,
endtoend,pointers-null.c,c_main,function,green,admissible,ported,
endtoend,pointers-null.c,printf,function,green,admissible,declared,
endtoend,pointers-ptr-to-ptr.c,c_main,function,green,admissible,ported,
endtoend,pointers-ptr-to-ptr.c,printf,function,green,admissible,declared,
endtoend,pointers-reinterpret.c,c_main,function,green,admissible,ported,
endtoend,pointers-reinterpret.c,gt,global,green,admissible,ported,
endtoend,pointers-reinterpret.c,printf,function,green,admissible,declared,
endtoend,pointers-return-global.c,S,record,green,admissible,ported,
endtoend,pointers-return-global.c,again,function,green,admissible,ported,
endtoend,pointers-return-global.c,c_main,function,green,admissible,ported,
endtoend,pointers-return-global.c,calls,global,green,admissible,ported,
endtoend,pointers-return-global.c,go,function,green,admissible,ported,
endtoend,pointers-return-global.c,gs,global,green,admissible,ported,
endtoend,pointers-return-global.c,printf,function,green,admissible,declared,
endtoend,pointers-void.c,c_main,function,green,admissible,ported,
endtoend,pointers-void.c,printf,function,green,admissible,declared,
endtoend,printf-formats.c,c_main,function,green,admissible,ported,
endtoend,printf-formats.c,printf,function,green,admissible,declared,
endtoend,printf-user-defined-nonvariadic.c,c_main,function,green,admissible,ported,
endtoend,printf-user-defined-nonvariadic.c,putchar,function,green,admissible,declared,
endtoend,printf-user-defined-nonvariadic.c,puts,function,green,admissible,declared,
endtoend,printf-user-defined-nonvariadic.c,tu0_printf,function,green,admissible,ported,
endtoend,printf-user-defined.c,c_main,function,green,admissible,ported,
endtoend,printf-user-defined.c,putchar,function,green,admissible,declared,
endtoend,printf-user-defined.c,puts,function,green,admissible,declared,
endtoend,printf-user-defined.c,tu0_calls,global,green,admissible,ported,
endtoend,printf-user-defined.c,tu0_printf,function,green,admissible,ported,
endtoend,qualifiers.c,SCALE,global,green,admissible,ported,
endtoend,qualifiers.c,STEPS,global,green,admissible,ported,
endtoend,qualifiers.c,c_main,function,green,admissible,ported,
endtoend,qualifiers.c,cast_qualifiers,function,green,admissible,ported,
endtoend,qualifiers.c,deref_restrict,function,green,admissible,ported,
endtoend,qualifiers.c,printf,function,green,admissible,declared,
endtoend,qualifiers.c,read_const,function,green,admissible,ported,
endtoend,qualifiers.c,scale_by,function,green,admissible,ported,
endtoend,qualifiers.c,string_arg,function,green,admissible,ported,
endtoend,qualifiers.c,sum_restrict,function,green,admissible,missing,
endtoend,recover-partial.cpp,Accum,record,green,admissible,ported,
endtoend,recover-partial.cpp,c_main,function,green,admissible,ported,
endtoend,recover-partial.cpp,printf,function,green,admissible,declared,
endtoend,recover-partial.cpp,scaled,function,green,admissible,stubbed,other
endtoend,recover-partial.cpp,triple,function,green,admissible,ported,
endtoend,recover-partial.cpp,useWiden,function,green,admissible,stubbed,other
endtoend,recover-partial.cpp,widen,function,green,admissible,dropped,other
endtoend,recursion.c,c_main,function,green,admissible,ported,
endtoend,recursion.c,is_even,function,green,admissible,ported,
endtoend,recursion.c,is_odd,function,green,admissible,ported,
endtoend,recursion.c,printf,function,green,admissible,declared,
endtoend,recursion.c,sum_to,function,green,admissible,ported,
endtoend,sprintf.c,c_main,function,green,admissible,ported,
endtoend,stdio-file-roundtrip.c,c_main,function,green,admissible,ported,
endtoend,stdio-include.c,c_main,function,green,admissible,ported,
endtoend,stdio-include.c,square,function,green,admissible,ported,
endtoend,stl-string.cpp,c_main,function,green,admissible,ported,
endtoend,stl-string.cpp,printf,function,green,admissible,declared,
endtoend,stl-string.cpp,use_string_a,function,green,admissible,ported,
endtoend,stl-string.cpp,use_string_b,function,green,admissible,ported,
endtoend,stl-vector.cpp,c_main,function,green,admissible,ported,
endtoend,stl-vector.cpp,printf,function,green,admissible,declared,
endtoend,stl-vector.cpp,use_vector,function,green,admissible,ported,
endtoend,stmt-expr.c,c_main,function,green,admissible,ported,
endtoend,stmt-expr.c,printf,function,green,admissible,declared,
endtoend,stmt-expr.c,tu0_accum,function,green,admissible,ported,
endtoend,stmt-expr.c,tu0_label_loop,function,green,admissible,ported,
endtoend,string-cursor.c,c_main,function,green,admissible,ported,
endtoend,string-cursor.c,printf,function,green,admissible,declared,
endtoend,string-cursor.c,strlen,function,green,admissible,declared,
endtoend,strings-exprs.c,c_main,function,green,admissible,ported,
endtoend,strings-exprs.c,first,function,green,admissible,ported,
endtoend,strings-exprs.c,printf,function,green,admissible,declared,
endtoend,strings-exprs.c,ug,global,green,admissible,ported,
endtoend,strings-hosted.c,c_main,function,green,admissible,ported,
endtoend,strings.c,c_main,function,green,admissible,ported,
endtoend,strings.c,filePadded,global,green,admissible,ported,
endtoend,strings.c,fileScope,global,green,admissible,ported,
endtoend,strings.c,printf,function,green,admissible,declared,
endtoend,strings.c,putchar,function,green,admissible,declared,
endtoend,strings.c,puts,function,green,admissible,declared,
endtoend,struct-tag-namespace.c,a,global,green,admissible,ported,
endtoend,struct-tag-namespace.c,b,record,green,admissible,ported,
endtoend,struct-tag-namespace.c,bump,function,green,admissible,ported,
endtoend,struct-tag-namespace.c,c_main,function,green,admissible,ported,
endtoend,struct-tag-namespace.c,printf,function,green,admissible,declared,
endtoend,struct-tag-namespace.c,sum,function,green,admissible,ported,
endtoend,structs-anon-member.c,S1,record,green,admissible,ported,
endtoend,structs-anon-member.c,S2,record,green,admissible,ported,
endtoend,structs-anon-member.c,c_main,function,green,admissible,ported,
endtoend,structs-anon-member.c,deep,record,green,admissible,ported,
endtoend,structs-anon-member.c,g,global,green,admissible,ported,
endtoend,structs-anon-member.c,part,global,green,admissible,ported,
endtoend,structs-anon-member.c,printf,function,green,admissible,declared,
endtoend,structs-anon.c,c_main,function,green,admissible,ported,
endtoend,structs-anon.c,g,global,green,admissible,ported,
endtoend,structs-anon.c,labeled,global,green,admissible,ported,
endtoend,structs-anon.c,outer,record,green,admissible,ported,
endtoend,structs-anon.c,printf,function,green,admissible,declared,
endtoend,structs-nested.c,Inner,record,green,admissible,ported,
endtoend,structs-nested.c,Outer,record,green,admissible,ported,
endtoend,structs-nested.c,c_main,function,green,admissible,ported,
endtoend,structs-nested.c,overwrite,function,green,admissible,ported,
endtoend,structs-nested.c,printf,function,green,admissible,declared,
endtoend,structs-nested.c,sum_by_value,function,green,admissible,ported,
endtoend,structs-shadow.c,T,record,green,admissible,ported,
endtoend,structs-shadow.c,both_scopes,function,green,admissible,ported,
endtoend,structs-shadow.c,c_main,function,green,admissible,ported,
endtoend,structs-shadow.c,printf,function,green,admissible,declared,
endtoend,structs-shadow.c,same_shape,function,green,admissible,ported,
endtoend,structs.c,Point,record,green,admissible,ported,
endtoend,structs.c,c_main,function,green,admissible,ported,
endtoend,structs.c,manhattan,function,green,admissible,ported,
endtoend,structs.c,printf,function,green,admissible,declared,
endtoend,structs.c,scale,function,green,admissible,ported,
endtoend,switch-dispatch.c,c_main,function,green,admissible,ported,
endtoend,switch-dispatch.c,case_in_if,function,green,admissible,ported,
endtoend,switch-dispatch.c,case_in_loop_break,function,green,admissible,ported,
endtoend,switch-dispatch.c,dead_prefix,function,green,admissible,ported,
endtoend,switch-dispatch.c,duff_copy,function,green,admissible,ported,
endtoend,switch-dispatch.c,noncompound,function,green,admissible,ported,
endtoend,switch-dispatch.c,printf,function,green,admissible,declared,
endtoend,switch-enum.c,Color,enum,green,admissible,ported,
endtoend,switch-enum.c,c_main,function,green,admissible,ported,
endtoend,switch-enum.c,classify,function,green,admissible,ported,
endtoend,switch-enum.c,pick,function,green,admissible,ported,
endtoend,switch-enum.c,printf,function,green,admissible,declared,
endtoend,switch-general.c,Temp,enum,green,admissible,ported,
endtoend,switch-general.c,c_main,function,green,admissible,ported,
endtoend,switch-general.c,describe,function,green,admissible,ported,
endtoend,switch-general.c,early,function,green,admissible,ported,
endtoend,switch-general.c,nested,function,green,admissible,ported,
endtoend,switch-general.c,printf,function,green,admissible,declared,
endtoend,switch-general.c,sparse,function,green,admissible,ported,
endtoend,switch-general.c,wide,function,green,admissible,ported,
endtoend,union-find.c,c_main,function,green,admissible,ported,
endtoend,union-find.c,connected,function,green,admissible,missing,
endtoend,union-find.c,printf,function,green,admissible,declared,
endtoend,union-find.c,uf_find,function,green,admissible,missing,
endtoend,union-find.c,uf_node,record,green,admissible,ported,
endtoend,union-find.c,uf_node_init,function,green,admissible,missing,
endtoend,union-find.c,uf_union,function,green,admissible,missing,
endtoend,unions.c,DPun,record,green,admissible,ported,
endtoend,unions.c,FPun,record,green,admissible,ported,
endtoend,unions.c,Holder,record,green,admissible,ported,
endtoend,unions.c,One,record,green,admissible,ported,
endtoend,unions.c,Pun,record,green,admissible,ported,
endtoend,unions.c,c_main,function,green,admissible,ported,
endtoend,unions.c,g,global,green,admissible,ported,
endtoend,unions.c,gf,global,green,admissible,ported,
endtoend,unions.c,printf,function,green,admissible,declared,
endtoend,unsigned.c,c_main,function,green,admissible,ported,
endtoend,unsigned.c,f2u,function,green,admissible,ported,
endtoend,unsigned.c,printf,function,green,admissible,declared,
endtoend,unsigned.c,truthy,function,green,admissible,ported,
endtoend,unsigned.c,u2f,function,green,admissible,ported,
endtoend,unsigned.c,ubits,function,green,admissible,ported,
endtoend,unsigned.c,ucmp,function,green,admissible,ported,
endtoend,unsigned.c,udiv_urem,function,green,admissible,ported,
endtoend,unsigned.c,uneg,function,green,admissible,ported,
endtoend,unsigned.c,uneg64,function,green,admissible,ported,
endtoend,unsigned.c,uneg_expr,function,green,admissible,ported,
endtoend,unsigned.c,uswitch,function,green,admissible,ported,
endtoend,unsigned.c,uswitch64,function,green,admissible,ported,
endtoend,unsigned.c,uupdates,function,green,admissible,ported,
endtoend,unsigned.c,widen_narrow,function,green,admissible,ported,
endtoend,unsigned.c,wrap_add,function,green,admissible,ported,
endtoend,unsigned.c,wrap_mul,function,green,admissible,ported,
endtoend,unsigned.c,wrap_sub,function,green,admissible,ported,
endtoend,value-exprs.c,c_main,function,green,admissible,ported,
endtoend,value-exprs.c,comma,function,green,admissible,ported,
endtoend,value-exprs.c,do_while,function,green,admissible,ported,
endtoend,value-exprs.c,mixed_ternary,function,green,admissible,ported,
endtoend,value-exprs.c,nested_ternary,function,green,admissible,ported,
endtoend,value-exprs.c,printf,function,green,admissible,declared,
endtoend,value-exprs.c,sizes,function,green,admissible,ported,
endtoend,value-exprs.c,ternary,function,green,admissible,ported,
endtoend,value-exprs.c,value_positions,function,green,admissible,ported,
endtoend,varargs-def.c,c_main,function,green,admissible,ported,
endtoend,varargs-def.c,f1,function,green,admissible,ported,
endtoend,varargs-def.c,pair,record,green,admissible,ported,
endtoend,varargs-def.c,printf,function,green,admissible,declared,
endtoend,varargs-def.c,scale,function,green,admissible,ported,
endtoend,varargs-monomorph.c,c_main,function,green,admissible,ported,
endtoend,varargs-monomorph.c,d2,record,green,admissible,ported,
endtoend,varargs-monomorph.c,iv,record,green,admissible,ported,
endtoend,varargs-monomorph.c,l2,record,green,admissible,ported,
endtoend,varargs-monomorph.c,match_,function,green,admissible,ported,
endtoend,varargs-monomorph.c,myprintf,function,green,admissible,missing,
endtoend,void-cast.c,bump,function,green,admissible,ported,
endtoend,void-cast.c,c_main,function,green,admissible,ported,
endtoend,void-cast.c,global,global,green,admissible,ported,
endtoend,void-cast.c,printf,function,green,admissible,declared,
c-testsuite,00001.c,c_main,function,green,admissible,ported,
c-testsuite,00002.c,c_main,function,green,admissible,ported,
c-testsuite,00003.c,c_main,function,green,admissible,ported,
c-testsuite,00004.c,c_main,function,green,admissible,ported,
c-testsuite,00005.c,c_main,function,green,admissible,ported,
c-testsuite,00006.c,c_main,function,green,admissible,ported,
c-testsuite,00007.c,c_main,function,green,admissible,ported,
c-testsuite,00008.c,c_main,function,green,admissible,ported,
c-testsuite,00009.c,c_main,function,green,admissible,ported,
c-testsuite,00010.c,c_main,function,green,admissible,ported,
c-testsuite,00011.c,c_main,function,green,admissible,ported,
c-testsuite,00012.c,c_main,function,green,admissible,ported,
c-testsuite,00013.c,c_main,function,green,admissible,ported,
c-testsuite,00014.c,c_main,function,green,admissible,ported,
c-testsuite,00015.c,c_main,function,green,admissible,ported,
c-testsuite,00016.c,c_main,function,green,admissible,ported,
c-testsuite,00017.c,c_main,function,green,admissible,ported,
c-testsuite,00018.c,c_main,function,green,admissible,ported,
c-testsuite,00019.c,c_main,function,green,admissible,ported,
c-testsuite,00020.c,c_main,function,green,admissible,ported,
c-testsuite,00021.c,c_main,function,green,admissible,ported,
c-testsuite,00021.c,foo,function,green,admissible,ported,
c-testsuite,00022.c,c_main,function,green,admissible,ported,
c-testsuite,00023.c,c_main,function,green,admissible,ported,
c-testsuite,00023.c,x,global,green,admissible,ported,
c-testsuite,00024.c,c_main,function,green,admissible,ported,
c-testsuite,00024.c,s,record,green,admissible,ported,
c-testsuite,00024.c,v,global,green,admissible,ported,
c-testsuite,00025.c,c_main,function,green,admissible,ported,
c-testsuite,00025.c,strlen,function,green,admissible,declared,
c-testsuite,00026.c,c_main,function,green,admissible,ported,
c-testsuite,00027.c,c_main,function,green,admissible,ported,
c-testsuite,00028.c,c_main,function,green,admissible,ported,
c-testsuite,00029.c,c_main,function,green,admissible,ported,
c-testsuite,00030.c,c_main,function,green,admissible,ported,
c-testsuite,00030.c,f,function,green,admissible,ported,
c-testsuite,00031.c,c_main,function,green,admissible,ported,
c-testsuite,00031.c,one,function,green,admissible,ported,
c-testsuite,00031.c,zero,function,green,admissible,ported,
c-testsuite,00032.c,c_main,function,green,admissible,ported,
c-testsuite,00033.c,c_main,function,green,admissible,ported,
c-testsuite,00033.c,effect,function,green,admissible,ported,
c-testsuite,00033.c,g,global,green,admissible,ported,
c-testsuite,00034.c,c_main,function,green,admissible,ported,
c-testsuite,00035.c,c_main,function,green,admissible,ported,
c-testsuite,00036.c,c_main,function,green,admissible,ported,
c-testsuite,00037.c,c_main,function,green,admissible,ported,
c-testsuite,00038.c,c_main,function,green,admissible,ported,
c-testsuite,00039.c,c_main,function,green,admissible,ported,
c-testsuite,00040.c,N,global,green,admissible,ported,
c-testsuite,00040.c,c_main,function,green,admissible,ported,
c-testsuite,00040.c,chk,function,green,admissible,ported,
c-testsuite,00040.c,go,function,green,admissible,ported,
c-testsuite,00040.c,t,global,green,admissible,ported,
c-testsuite,00041.c,c_main,function,green,admissible,ported,
c-testsuite,00042.c,c_main,function,green,admissible,ported,
c-testsuite,00043.c,c_main,function,green,admissible,ported,
c-testsuite,00043.c,s,record,green,admissible,ported,
c-testsuite,00044.c,T,record,green,admissible,ported,
c-testsuite,00044.c,c_main,function,green,admissible,ported,
c-testsuite,00045.c,c_main,function,green,admissible,ported,
c-testsuite,00045.c,p,global,green,admissible,missing,
c-testsuite,00045.c,x,global,green,admissible,ported,
c-testsuite,00045.c,y,global,green,admissible,ported,
c-testsuite,00046.c,c_main,function,green,admissible,ported,
c-testsuite,00046.c,s,record,green,admissible,ported,
c-testsuite,00047.c,c_main,function,green,admissible,ported,
c-testsuite,00047.c,s,global,green,admissible,ported,
c-testsuite,00048.c,S,record,green,admissible,ported,
c-testsuite,00048.c,c_main,function,green,admissible,ported,
c-testsuite,00048.c,s,global,green,admissible,ported,
c-testsuite,00049.c,S,record,green,admissible,ported,
c-testsuite,00049.c,c_main,function,green,admissible,ported,
c-testsuite,00049.c,s,global,green,admissible,ported,
c-testsuite,00049.c,x,global,green,admissible,ported,
c-testsuite,00050.c,S1,record,green,admissible,ported,
c-testsuite,00050.c,S2,record,green,admissible,ported,
c-testsuite,00050.c,c_main,function,green,admissible,ported,
c-testsuite,00050.c,v,global,green,admissible,ported,
c-testsuite,00051.c,c_main,function,green,admissible,ported,
c-testsuite,00051.c,x,global,green,admissible,ported,
c-testsuite,00052.c,c_main,function,green,admissible,ported,
c-testsuite,00053.c,c_main,function,green,admissible,ported,
c-testsuite,00054.c,E,enum,green,admissible,ported,
c-testsuite,00054.c,c_main,function,green,admissible,ported,
c-testsuite,00055.c,E,enum,green,admissible,ported,
c-testsuite,00055.c,c_main,function,green,admissible,ported,
c-testsuite,00056.c,c_main,function,green,admissible,ported,
c-testsuite,00057.c,c_main,function,green,admissible,ported,
c-testsuite,00058.c,c_main,function,green,admissible,ported,
c-testsuite,00059.c,c_main,function,green,admissible,ported,
c-testsuite,00060.c,c_main,function,green,admissible,ported,
c-testsuite,00061.c,c_main,function,green,admissible,ported,
c-testsuite,00062.c,c_main,function,green,admissible,ported,
c-testsuite,00062.c,x,global,green,admissible,ported,
c-testsuite,00063.c,c_main,function,green,admissible,ported,
c-testsuite,00063.c,x,global,green,admissible,ported,
c-testsuite,00064.c,c_main,function,green,admissible,ported,
c-testsuite,00065.c,c_main,function,green,admissible,ported,
c-testsuite,00066.c,c_main,function,green,admissible,ported,
c-testsuite,00067.c,c_main,function,green,admissible,ported,
c-testsuite,00067.c,x,global,green,admissible,ported,
c-testsuite,00068.c,c_main,function,green,admissible,ported,
c-testsuite,00068.c,x,global,green,admissible,ported,
c-testsuite,00069.c,c_main,function,green,admissible,ported,
c-testsuite,00069.c,x,global,green,admissible,ported,
c-testsuite,00070.c,c_main,function,green,admissible,ported,
c-testsuite,00070.c,x,global,green,admissible,ported,
c-testsuite,00071.c,c_main,function,green,admissible,ported,
c-testsuite,00072.c,c_main,function,green,admissible,ported,
c-testsuite,00073.c,c_main,function,green,admissible,ported,
c-testsuite,00074.c,c_main,function,green,admissible,ported,
c-testsuite,00074.c,x,global,green,admissible,ported,
c-testsuite,00075.c,c_main,function,green,admissible,ported,
c-testsuite,00076.c,c_main,function,green,admissible,ported,
c-testsuite,00077.c,c_main,function,green,admissible,ported,
c-testsuite,00077.c,foo,function,green,admissible,ported,
c-testsuite,00078.c,c_main,function,green,admissible,ported,
c-testsuite,00078.c,f1,function,green,admissible,ported,
c-testsuite,00079.c,c_main,function,green,admissible,ported,
c-testsuite,00080.c,c_main,function,green,admissible,ported,
c-testsuite,00080.c,voidfn,function,green,admissible,ported,
c-testsuite,00081.c,c_main,function,green,admissible,ported,
c-testsuite,00082.c,c_main,function,green,admissible,ported,
c-testsuite,00083.c,c_main,function,green,admissible,ported,
c-testsuite,00083.c,one,function,green,admissible,ported,
c-testsuite,00083.c,three,function,green,admissible,ported,
c-testsuite,00083.c,two,function,green,admissible,ported,
c-testsuite,00084.c,c_main,function,green,admissible,ported,
c-testsuite,00084.c,none,function,green,admissible,ported,
c-testsuite,00084.c,one,function,green,admissible,ported,
c-testsuite,00084.c,three,function,green,admissible,ported,
c-testsuite,00084.c,two,function,green,admissible,ported,
c-testsuite,00085.c,c_main,function,green,admissible,ported,
c-testsuite,00086.c,c_main,function,green,admissible,ported,
c-testsuite,00087.c,S,record,green,admissible,ported,
c-testsuite,00087.c,c_main,function,green,admissible,ported,
c-testsuite,00087.c,foo,function,green,admissible,ported,
c-testsuite,00088.c,c_main,function,green,admissible,ported,
c-testsuite,00088.c,fptr,global,green,admissible,ported,
c-testsuite,00089.c,S,record,green,admissible,ported,
c-testsuite,00089.c,anon,function,green,admissible,ported,
c-testsuite,00089.c,c_main,function,green,admissible,ported,
c-testsuite,00089.c,go,function,green,admissible,ported,
c-testsuite,00089.c,s,global,green,admissible,ported,
c-testsuite,00089.c,zero,function,green,admissible,ported,
c-testsuite,00090.c,a,global,green,admissible,ported,
c-testsuite,00090.c,c_main,function,green,admissible,ported,
c-testsuite,00091.c,S,record,green,admissible,ported,
c-testsuite,00091.c,a,global,green,admissible,ported,
c-testsuite,00091.c,c_main,function,green,admissible,ported,
c-testsuite,00092.c,a,global,green,admissible,ported,
c-testsuite,00092.c,c_main,function,green,admissible,ported,
c-testsuite,00093.c,a,global,green,admissible,ported,
c-testsuite,00093.c,c_main,function,green,admissible,ported,
c-testsuite,00094.c,c_main,function,green,admissible,ported,
c-testsuite,00094.c,x,global,green,admissible,declared,
c-testsuite,00095.c,c_main,function,green,admissible,ported,
c-testsuite,00095.c,foo,function,green,admissible,ported,
c-testsuite,00095.c,x,global,green,admissible,ported,
c-testsuite,00096.c,c_main,function,green,admissible,ported,
c-testsuite,00096.c,x,global,green,admissible,ported,
c-testsuite,00097.c,c_main,function,green,admissible,ported,
c-testsuite,00098.c,c_main,function,green,admissible,ported,
c-testsuite,00099.c,Vec,record,green,admissible,ported,
c-testsuite,00099.c,c_main,function,green,admissible,ported,
c-testsuite,00099.c,tu0_vecresize,function,green,admissible,ported,
c-testsuite,00100.c,c_main,function,green,admissible,ported,
c-testsuite,00100.c,foo,function,green,admissible,ported,
c-testsuite,00101.c,c_main,function,green,admissible,ported,
c-testsuite,00102.c,c_main,function,green,admissible,ported,
c-testsuite,00103.c,c_main,function,green,admissible,ported,
c-testsuite,00104.c,c_main,function,green,admissible,ported,
c-testsuite,00105.c,c_main,function,green,admissible,ported,
c-testsuite,00106.c,S1,record,green,admissible,ported,
c-testsuite,00106.c,S2,record,green,admissible,ported,
c-testsuite,00106.c,c_main,function,green,admissible,ported,
c-testsuite,00107.c,c_main,function,green,admissible,ported,
c-testsuite,00107.c,x,global,green,admissible,ported,
c-testsuite,00108.c,c_main,function,green,admissible,ported,
c-testsuite,00108.c,foo,function,green,admissible,declared,
c-testsuite,00109.c,c_main,function,green,admissible,ported,
c-testsuite,00110.c,c_main,function,green,admissible,ported,
c-testsuite,00110.c,x,global,green,admissible,ported,
c-testsuite,00111.c,c_main,function,green,admissible,ported,
c-testsuite,00112.c,c_main,function,green,admissible,ported,
c-testsuite,00113.c,c_main,function,green,admissible,ported,
c-testsuite,00114.c,c_main,function,green,admissible,ported,
c-testsuite,00115.c,c_main,function,green,admissible,ported,
c-testsuite,00115.c,s,global,green,admissible,ported,
c-testsuite,00116.c,c_main,function,green,admissible,ported,
c-testsuite,00116.c,f,function,green,admissible,ported,
c-testsuite,00117.c,c_main,function,green,admissible,ported,
c-testsuite,00118.c,c_main,function,green,admissible,ported,
c-testsuite,00119.c,c_main,function,green,admissible,ported,
c-testsuite,00119.c,x,global,green,admissible,ported,
c-testsuite,00120.c,c_main,function,green,admissible,ported,
c-testsuite,00120.c,s,global,green,admissible,ported,
c-testsuite,00121.c,a,global,green,admissible,ported,
c-testsuite,00121.c,c_main,function,green,admissible,ported,
c-testsuite,00121.c,f,function,green,admissible,ported,
c-testsuite,00121.c,g,function,green,admissible,ported,
c-testsuite,00122.c,c_main,function,green,admissible,ported,
c-testsuite,00123.c,c_main,function,green,admissible,ported,
c-testsuite,00123.c,x,global,green,admissible,ported,
c-testsuite,00124.c,c_main,function,green,admissible,ported,
c-testsuite,00124.c,f1,function,green,admissible,ported,
c-testsuite,00124.c,f2,function,green,admissible,ported,
c-testsuite,00125.c,c_main,function,green,admissible,ported,
c-testsuite,00126.c,c_main,function,green,admissible,ported,
c-testsuite,00127.c,c,global,green,admissible,ported,
c-testsuite,00127.c,c_main,function,green,admissible,ported,
c-testsuite,00128.c,a,global,green,admissible,ported,
c-testsuite,00128.c,b,global,green,admissible,ported,
c-testsuite,00128.c,c,global,green,admissible,ported,
c-testsuite,00128.c,c_main,function,green,admissible,ported,
c-testsuite,00128.c,d,global,green,admissible,ported,
c-testsuite,00128.c,e,global,green,admissible,ported,
c-testsuite,00128.c,f,global,green,admissible,ported,
c-testsuite,00128.c,g,global,green,admissible,ported,
c-testsuite,00128.c,h,global,green,admissible,ported,
c-testsuite,00128.c,i,global,green,admissible,ported,
c-testsuite,00128.c,j,global,green,admissible,ported,
c-testsuite,00128.c,k,global,green,admissible,ported,
c-testsuite,00129.c,c_main,function,green,admissible,ported,
c-testsuite,00129.c,s,record,green,admissible,ported,
c-testsuite,00129.c,s2,global,green,admissible,ported,
c-testsuite,00130.c,c_main,function,green,admissible,ported,
c-testsuite,00131.c,c_main,function,green,admissible,ported,
c-testsuite,00132.c,c_main,function,green,admissible,ported,
